rating,opponent,result,colour,timestamp
1200.0,no opponent,0,no colour,2020-06-15 20:20:23.990795
1250.0,dad,1.0,black,2020-06-15 20:24:23.990795
1286.0,dad,1.0,black,2020-06-15 20:32:03.294255
1311.0,eve,1.0,white,2020-06-15 20:55:51.724816
1331.0,eve,1.0,white,2020-06-15 20:59:00.168349
1372.0,dad,1.0,white,2020-06-15 21:24:40.310084
