rating,opponent,result,colour,timestamp
1200.0,no opponent,0,no colour,2020-06-15 20:20:23.990795
1138.0,dad,0.0,black,2020-06-15 20:43:14.156212
1093.0,dad,0.0,black,2020-06-15 20:51:40.750884
1068.0,anthony,0.0,black,2020-06-15 20:55:51.729005
1048.0,anthony,0.0,black,2020-06-15 20:59:00.170005
1021.0,dad,0.0,black,2020-06-15 21:07:46.837707
1000.0,dad,0.0,black,2020-06-15 21:15:41.243951
