rating,opponent,result,colour,timestamp
1200.0,no opponent,0,no colour,2020-06-15 20:20:23.990795
1150.0,anthony,0.0,white,2020-06-15 20:24:23.985714
1114.0,anthony,0.0,white,2020-06-15 20:32:03.292564
1176.0,eve,1.0,white,2020-06-15 20:43:14.154465
1221.0,eve,1.0,white,2020-06-15 20:51:40.749201
1248.0,eve,1.0,white,2020-06-15 21:07:46.836044
1269.0,eve,1.0,white,2020-06-15 21:15:41.242269
1228.0,anthony,0.0,black,2020-06-15 21:24:40.313588
